scorer,,,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey
bodyparts,,,right_shoulder,right_shoulder,right_elbow,right_elbow,right_wrist,right_wrist,left_shoulder,left_shoulder,left_elbow,left_elbow,left_wrist,left_wrist,right_hip,right_hip,left_hip,left_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,ryan_one,img008.png,791.6506796,212.2165038,776.787467,298.6933769,745.7098408,289.2349689,880.8299549,200.0556935,887.5859606,308.1517849,788.9482773,298.6933769,763.2754556,383.8190488,813.2698978,420.3014796,798.4066853,643.249668,656.5305654,316.2589917,849.7523287,816.2034142,706.5250077,489.2127379
labeled-data,ryan_one,img010.png,784.8946739,220.3237107,771.3826625,318.961394,747.0610419,305.4493826,878.1275526,206.8116993,886.2347595,318.961394,788.9482773,302.7469803,770.0314613,391.9262557,821.3771047,425.7062842,797.0554841,643.249668,653.8281631,332.4734054,855.1571332,814.852213,701.1202031,513.5343584
labeled-data,ryan_one,img016.png,780.8410704,228.4309175,767.329059,329.7710031,747.0610419,302.7469803,872.7227481,221.6749118,876.7763515,333.8246066,782.1922716,318.961394,770.0314613,410.8430716,817.3235013,436.5158933,782.1922716,639.1960646,653.8281631,379.7654454,851.1035298,814.852213,697.0665997,556.772795
labeled-data,ryan_one,img026.png,772.7338636,268.9669518,756.5194499,379.7654454,744.3586396,352.7414226,870.0203458,270.3181529,871.3715469,387.8726522,772.7338636,386.5214511,793.0018807,451.3791059,840.2939207,466.2423185,761.9242545,647.3032714,660.5841688,472.9983242,849.7523287,814.852213,676.7985825,658.1128806
labeled-data,ryan_one,img032.png,767.329059,294.6397735,732.1978293,356.795026,717.3346168,366.253434,859.2107367,308.1517849,863.2643401,435.1646922,764.6266567,435.1646922,794.3530819,466.2423185,836.2403173,481.105531,752.4658465,652.708076,661.93537,516.2367607,847.0499264,813.5010119,665.9889734,698.6489148
labeled-data,ryan_one,img034.png,767.329059,298.6933769,718.6858179,358.1462271,694.3641974,375.711842,856.5083344,324.3661986,857.8595355,458.1351116,765.9778579,464.8911173,793.0018807,481.105531,830.8355127,495.9687436,747.0610419,654.0592772,670.0425768,529.7487721,842.996323,816.2034142,660.5841688,710.8097251
labeled-data,ryan_one,img038.png,772.7338636,313.5565894,703.8226054,370.3070374,684.9057894,406.7894682,848.4011275,347.336618,856.5083344,478.4031287,770.0314613,497.3199447,797.0554841,491.9151402,820.0259036,498.6711459,747.0610419,648.6544726,672.7449791,547.314387,841.6451218,816.2034142,651.1257608,724.3217365
labeled-data,ryan_one,img050.png,770.0314613,332.4734054,668.6913757,375.711842,587.6193072,433.8134911,832.1867138,385.17025,861.9131389,506.7783527,821.3771047,616.2256452,806.5138921,509.480755,818.6747024,518.939163,743.0074385,648.6544726,697.0665997,600.0112315,841.6451218,814.852213,621.3993357,727.0241388
labeled-data,ryan_one,img051.png,770.0314613,335.1758077,676.7985825,373.0094397,587.6193072,427.0574854,832.1867138,387.8726522,864.6155412,500.022347,829.4843115,610.8208406,810.5674956,509.480755,842.996323,517.5879618,745.7098408,654.0592772,701.1202031,600.0112315,840.2939207,813.5010119,626.8041403,724.3217365
labeled-data,ryan_one,img055.png,761.9242545,340.5806123,664.6377723,368.9558363,568.7024912,408.1406694,832.1867138,383.8190488,875.4251504,486.5103356,870.0203458,598.6600303,820.0259036,508.1295539,834.8891161,521.6415653,747.0610419,658.1128806,709.2274099,606.7672372,838.9427195,812.1498107,638.9649506,708.1073228
labeled-data,ryan_one,img068.png,778.1386682,360.8486294,729.4954271,333.8246066,659.2329677,345.9854168,838.9427195,360.8486294,918.6635869,355.4438248,925.4195926,445.9743013,803.8114899,524.3439676,806.5138921,524.3439676,740.3050362,686.4881046,753.8170476,586.4992201,824.079507,805.393805,743.0074385,664.8688863
labeled-data,ryan_one,img074.png,806.5138921,363.5510317,798.4066853,345.9854168,770.0314613,356.795026,852.454731,351.3902214,936.2292017,332.4734054,867.3179435,368.9558363,817.3235013,524.3439676,783.5434727,541.9095824,734.9002316,706.7561217,771.3826625,616.2256452,811.9186967,805.393805,783.5434727,689.1905068
labeled-data,ryan_one,img084.png,875.4251504,379.7654454,934.8780006,448.6767036,903.8003743,441.9206979,811.9186967,383.8190488,767.329059,383.8190488,813.2698978,304.0981815,847.0499264,541.9095824,759.2218522,535.1535767,752.4658465,681.0833,818.6747024,618.9280475,775.4362659,777.0185811,798.4066853,695.9465125
labeled-data,ryan_one,img088.png,894.3419663,409.4918705,937.5804029,508.1295539,905.1515755,483.8079333,788.9482773,373.0094397,695.7153985,345.9854168,756.5194499,313.5565894,836.2403173,540.5583813,770.0314613,527.0463698,741.6562373,675.6784954,821.3771047,609.4696395,755.1682488,759.4529662,798.4066853,693.2441103
labeled-data,ryan_one,img098.png,899.7467709,437.8670945,891.6395641,543.2607835,921.3659892,540.5583813,809.2162944,368.9558363,755.1682488,350.0390203,756.5194499,373.0094397,829.4843115,525.6951687,765.9778579,514.8855596,726.7930248,667.5712886,836.2403173,601.3624326,714.6322145,740.5361502,799.7578864,693.2441103
labeled-data,ryan_one,img109.png,902.4491732,432.4622899,863.2643401,489.2127379,886.2347595,555.4215938,833.537915,390.5750545,833.537915,479.7543299,874.0739492,558.1239961,810.5674956,487.8615367,745.7098408,468.9447207,720.0370191,625.6840532,818.6747024,598.6600303,713.2810134,691.8929091,795.704283,694.5953114
