scorer,,,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey,Joey
bodyparts,,,right_shoulder,right_shoulder,right_elbow,right_elbow,right_wrist,right_wrist,left_shoulder,left_shoulder,left_elbow,left_elbow,left_wrist,left_wrist,right_hip,right_hip,left_hip,left_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,ryan_eleven,img008.png,1188.554994,298.2821479,1164.525034,423.2379411,1294.286819,382.3870087,1301.495807,329.5210962,1375.988684,423.2379411,1337.540747,454.4768894,1121.271105,519.357782,1212.584954,557.8057183,1313.510787,750.0454001,1337.540747,536.1787541,1299.092811,913.4491296,1366.3767,735.627424
labeled-data,ryan_eleven,img019.png,1188.554994,295.8791519,1166.92803,425.6409371,1296.689815,384.7900047,1299.092811,327.1181002,1371.182692,423.2379411,1347.152731,449.6708973,1114.062117,521.760778,1224.599934,550.5967303,1308.704795,750.0454001,1327.928763,528.9697661,1289.480827,913.4491296,1361.570708,738.03042
labeled-data,ryan_eleven,img030.png,1190.95799,298.2821479,1169.331026,432.8499252,1296.689815,387.1930008,1308.704795,324.7151042,1368.779696,428.0439331,1347.152731,456.8798854,1118.868109,521.760778,1231.808922,560.2087144,1311.107791,750.0454001,1330.331759,533.7757581,1289.480827,913.4491296,1366.3767,740.433416
labeled-data,ryan_eleven,img044.png,1188.554994,298.2821479,1169.331026,428.0439331,1291.883823,384.7900047,1299.092811,324.7151042,1368.779696,425.6409371,1349.555727,452.0738934,1116.465113,521.760778,1231.808922,548.1937342,1308.704795,747.6424041,1330.331759,528.9697661,1296.689815,913.4491296,1366.3767,733.2244279
labeled-data,ryan_eleven,img052.png,1126.077097,396.8049849,1075.614181,440.0589133,1116.465113,480.9098456,1231.808922,456.8798854,1279.868843,567.4177024,1325.525767,661.1345473,998.7183082,622.6866109,1140.495074,629.895599,1267.853863,805.3143086,1005.927296,805.3143086,1284.674835,925.4641097,981.8973361,1014.374963
labeled-data,ryan_eleven,img055.png,1106.853129,404.0139729,1068.405193,430.4469292,1087.629161,471.2978615,1222.196938,449.6708973,1275.062851,548.1937342,1330.331759,644.3135751,991.5093202,625.089607,1138.092078,634.701591,1260.644875,800.5083166,974.688348,805.3143086,1279.868843,927.8671057,936.2404117,1026.389943
labeled-data,ryan_eleven,img067.png,1058.793209,411.222961,948.2553918,377.5810167,948.2553918,428.0439331,1174.137018,440.0589133,1246.226899,485.7158377,1313.510787,567.4177024,953.0613838,651.5225632,1106.853129,646.7165711,1222.196938,834.1502609,859.344539,822.1352808,1282.271839,937.4790898,763.2246981,1026.389943
labeled-data,ryan_eleven,img080.png,955.4643798,406.4169689,825.7025946,387.1930008,751.209718,444.8649053,1085.226165,423.2379411,1145.301066,401.6109769,1241.420906,452.0738934,895.3894793,682.7615115,1041.972237,687.5675035,1135.689081,896.6281574,731.9857498,814.9262927,1277.465847,932.6730978,667.1048572,1021.583951
labeled-data,ryan_eleven,img086.png,890.5834872,420.8349451,796.8666424,452.0738934,703.1497975,492.9248257,1029.957257,435.2529212,1106.853129,423.2379411,1171.734022,377.5810167,859.344539,685.1645075,989.1063242,692.3734956,1087.629161,913.4491296,693.5378134,812.5232967,1260.644875,937.4790898,655.0898771,1031.195935
labeled-data,ryan_eleven,img094.png,832.9115827,454.4768894,808.8816225,548.1937342,703.1497975,557.8057183,960.2703719,447.2679013,1111.659121,454.4768894,1070.808189,346.3420684,837.7175748,709.1944677,943.4493997,701.9854797,1066.002197,913.4491296,669.5078532,817.3292887,1255.838883,932.6730978,628.6569208,1028.792939
labeled-data,ryan_eleven,img097.png,828.1055907,466.4918695,804.0756305,569.8206984,700.7468015,581.8356786,945.8523958,447.2679013,1087.629161,440.0589133,1051.584221,351.1480604,832.9115827,716.4034558,914.6134475,711.5974637,1056.390213,911.0461336,647.880889,817.3292887,1253.435887,923.0611137,643.074897,1031.195935
labeled-data,ryan_eleven,img103.png,792.0606503,502.5368098,792.0606503,625.089607,700.7468015,632.298595,909.8074554,442.4619093,972.285352,399.2079809,1027.554261,348.7450644,818.4936066,714.0004598,876.1655111,714.0004598,1039.569241,918.2551216,659.8958691,810.1203007,1241.420906,923.0611137,628.6569208,1021.583951
labeled-data,ryan_eleven,img112.png,820.8966026,502.5368098,828.1055907,620.2836149,710.3587856,682.7615115,772.8366822,418.4319491,722.3737657,440.0589133,705.5527935,271.8491917,808.8816225,711.5974637,832.9115827,706.7914717,965.0763639,954.300062,679.1198373,810.1203007,1183.749002,923.0611137,640.6719009,1026.389943
labeled-data,ryan_eleven,img123.png,837.7175748,497.7308178,847.3295588,596.2536547,746.4037259,709.1944677,741.5977339,442.4619093,556.5670402,459.2828814,431.611247,533.7757581,830.5085867,670.7465314,818.4936066,680.3585155,847.3295588,951.897066,710.3587856,829.3442688,1092.435153,949.4940699,645.477893,1023.986947
labeled-data,ryan_eleven,img128.png,832.9115827,495.3278218,873.7625151,596.2536547,780.0456702,689.9704995,688.7318214,454.4768894,554.1640442,545.7907382,450.8352152,615.4776229,856.9415429,641.9105791,808.8816225,673.1495274,825.7025946,939.8820858,712.7617816,814.9262927,1063.599201,951.897066,635.8659089,1009.56897
labeled-data,ryan_eleven,img134.png,813.6876145,478.5068496,905.0014634,596.2536547,830.5085867,682.7615115,659.8958691,478.5068496,582.9999964,625.089607,568.5820203,718.8064518,859.344539,639.5075831,770.4336861,653.9255592,794.4636464,918.2551216,722.3737657,831.7472648,1032.360253,944.6880779,640.6719009,1019.180955
